scenario,load_mean_mw,load_max_mw,load_min_mw,load_std_mw,load_peak_ratio,n_timesteps,peak_hour,reactive_burden,gen_mean_mw,gen_max_mw,gen_std_mw,ramp_mean_mw,ramp_max_mw,high_util_pct,imbalance_mean,imbalance_max,voltage_dev_mean,voltage_dev_max,difficulty_score,difficulty_label
0982,255.99,305.6,204.8,21.66,1.1938,8065,19.2,0.7001,260.86,312.0,22.05,1.73,8.9,55.04,4.88,12.0,79.5833,141.1,0.456,medium
0983,255.08,311.4,202.0,22.21,1.2208,8065,19.2,0.7,259.96,319.7,22.64,1.69,8.2,51.21,4.88,12.6,79.5833,141.1,0.4341,medium
0984,255.96,311.5,201.3,22.96,1.217,8065,19.2,0.7001,260.89,315.0,23.37,1.72,10.4,46.08,4.93,13.5,79.5833,141.1,0.5234,medium
0985,256.49,313.8,202.1,23.1,1.2234,8065,19.3,0.7001,261.41,321.0,23.56,1.71,8.6,54.61,4.92,11.7,79.5833,141.1,0.5047,medium
0986,255.15,305.8,194.2,23.13,1.1985,8065,19.2,0.7,260.0,314.9,23.59,1.72,8.5,51.72,4.86,12.2,79.5833,141.1,0.4344,medium
0987,258.57,308.2,207.4,22.59,1.1919,8065,19.3,0.7001,263.53,314.7,23.05,1.69,7.8,43.53,4.96,11.9,79.5833,141.1,0.4441,medium
0988,256.91,309.1,200.9,23.27,1.2032,8065,19.4,0.7,261.82,316.4,23.75,1.75,9.6,47.07,4.92,12.7,79.5833,141.1,0.471,medium
0989,255.72,309.1,204.7,22.47,1.2087,8065,19.2,0.7001,260.61,316.3,22.89,1.68,8.6,47.37,4.89,12.3,79.5833,141.1,0.4617,medium
0990,255.98,305.2,201.6,22.18,1.1923,8065,19.3,0.7001,260.87,311.8,22.64,1.67,9.2,44.8,4.9,11.8,79.5833,141.1,0.4554,medium
0991,255.63,308.3,206.1,21.62,1.206,8065,19.2,0.7,260.49,314.9,22.04,1.71,8.1,40.74,4.86,11.8,79.5833,141.1,0.3858,medium
0992,256.03,309.8,203.2,22.26,1.21,8065,19.4,0.7,260.89,316.8,22.7,1.75,9.4,52.77,4.87,11.3,79.5833,141.1,0.4534,medium
0993,254.64,309.4,199.2,22.76,1.215,8065,19.3,0.7,259.49,315.9,23.21,1.69,10.1,52.96,4.85,12.2,79.5833,141.1,0.4759,medium
0994,256.72,311.3,202.3,22.83,1.2126,8065,19.2,0.7,261.61,317.7,23.28,1.72,9.8,45.96,4.9,11.8,79.5833,141.1,0.4681,medium
0995,257.32,317.9,205.3,23.68,1.2354,8065,19.2,0.7,262.23,322.9,24.15,1.76,9.5,49.05,4.92,13.9,79.5833,141.1,0.5037,medium
0996,257.22,306.4,202.9,21.84,1.1912,8065,19.3,0.6999,262.09,314.6,22.3,1.66,10.3,39.52,4.87,12.0,79.5833,141.1,0.3982,medium
0997,256.71,308.3,200.4,23.2,1.201,8065,19.2,0.7,261.61,314.6,23.68,1.71,8.0,50.07,4.91,11.3,79.5833,141.1,0.4362,medium
0998,256.27,308.9,204.6,21.76,1.2054,8065,19.2,0.7,261.17,315.2,22.18,1.69,9.1,50.87,4.9,12.3,79.5833,141.1,0.4394,medium
0999,257.34,313.7,196.1,23.03,1.219,8065,19.3,0.7,262.24,319.5,23.49,1.73,11.5,43.19,4.91,12.8,79.5833,141.1,0.5109,medium
1000,258.09,316.6,203.9,23.16,1.2267,8065,19.3,0.7,263.01,322.5,23.63,1.7,9.6,50.81,4.93,12.0,79.5833,141.1,0.4969,medium
1001,254.54,305.1,202.7,21.82,1.1986,8065,19.3,0.7001,259.4,309.7,22.25,1.68,8.0,54.02,4.86,12.1,79.5833,141.1,0.4353,medium
1002,255.34,315.6,193.4,22.76,1.236,8065,19.2,0.7001,260.2,323.3,23.22,1.75,10.0,45.93,4.87,12.2,79.5833,141.1,0.5099,medium
1003,255.94,310.0,201.6,23.01,1.2112,8065,19.2,0.7,260.79,317.3,23.48,1.76,9.0,48.89,4.85,12.2,79.5833,141.1,0.445,medium
1004,250.55,298.2,208.5,19.84,1.1902,865,23.9,0.6999,255.26,303.8,20.17,1.74,9.5,66.01,4.72,11.4,79.5833,141.1,0.3594,medium
1005,270.26,305.6,227.9,20.53,1.1308,289,2.3,0.7,275.37,310.1,20.99,1.96,7.4,89.62,5.11,11.0,79.5833,141.1,0.4545,medium
1006,273.49,301.9,238.4,17.14,1.1039,289,0.1,0.7002,278.55,306.7,17.39,1.77,6.6,97.58,5.07,10.6,79.5833,141.1,0.4237,medium
1007,242.85,275.1,216.5,15.56,1.1328,289,4.5,0.7002,247.41,278.6,15.85,1.46,6.5,87.54,4.56,9.8,79.5833,141.1,0.2662,easy
1008,260.52,291.4,219.4,19.43,1.1185,289,10.6,0.7,265.59,295.9,19.78,1.72,6.7,100.0,5.08,9.1,79.5833,141.1,0.4241,medium
1009,237.39,267.5,200.5,16.71,1.1269,577,2.5,0.7003,242.04,272.7,17.06,1.54,6.3,93.07,4.66,10.6,79.5833,141.1,0.341,medium
1010,259.58,296.0,222.2,19.28,1.1403,577,23.9,0.7003,264.64,303.0,19.68,1.83,7.0,89.25,5.06,12.4,79.5833,141.1,0.5047,medium
1011,251.78,287.9,213.5,19.03,1.1435,577,7.4,0.7003,256.62,293.6,19.36,1.68,6.0,84.92,4.84,11.0,79.5833,141.1,0.4156,medium
1012,261.13,292.5,222.4,17.02,1.1201,577,6.5,0.7001,266.08,299.1,17.53,1.88,8.7,88.04,4.96,11.7,79.5833,141.1,0.4048,medium
1013,263.17,293.0,220.0,20.2,1.1134,577,9.7,0.7,268.22,297.4,20.53,1.8,7.3,93.59,5.06,11.6,79.5833,141.1,0.4283,medium
